Issue ID,Subject,Project,Subtasks,Subtasks ID,Stage
10421,СМ 7000400225 (2000105710)  ZISU_51_ACNT_FL_2015 - 8.15 Ведомость по расчетным счетам и датам подтверждения (с фл) (2015) - лишние данные,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10420,1. ФБ Объекты имущества. п. 1.1, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10419,Обновление проектов от вендора,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10418,CR 696186 Отображение старых CE-знаков ,NIS Сербия SAP23006_NPS_01  ,,,
10417,Доработка Отчета по размещению контрагентов,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10416,"В панели фильтра картотеки ""Заявки на обслуживание"" не работает возможность фильтрации по ОО",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10415,Сделать панель фильтра неактивной в справочниках,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10414,Модификация перезаказа ТМЦ,SAP22030_NOKT_01 Нокиан  ,,,
10413,"СМ 7000399844 (2000105572) ISU_51_ACNT_FL_2015 - 8.15 Ведомость по расчетным счетам и датам подтверждения (с фл) (2015) по р/сч. АУ - оплаты 1,5 БДП",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10412,"НМЦК для позиций вкладки ""Финансовые ресурсы""",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10411,SD 642008: в транзакции ZSD_AVANSI добавить проверку для исключения варианта создания дублей фактур в системе,NIS Сербия SAP23006_NPS_01  ,,,
10410,Оставить только нужные отчеты, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10409,SH-332 Визуализация ОППР,РусАгро - ЗНИ,,,
10408,OPTIS-299. В загруженных РЗ со статусом CLOSED можно изменить статус ,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10407,CR 657155/CO - ZCO_MPPS_EXPORT,NIS Сербия SAP23006_NPS_01  ,,,
10406,Сведения о доступности для МГН в карточке ОН,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10405,СМ7000399565 (2000105490) ZISU_RE_DELIV_BV_V3 - Повт. разн. плат. банковской выписки по  р/с C5111.8905 за апрель,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10404,В Отчет по размещению архивов судов добавить параметры,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10403,OPTIS-303. лишние документы инвентаризации,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10402,OPTIS-296. Медленный процесс инвентаризации,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10401,OPTIS-298. Не отображаются остатки при инвентаризации,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10400,"OPTIS-290 (297, 300). Ошибка синхронизации",SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10399,В таблице вкладки «Контракты» добавить столбцы для отображения плановых и фактических объемов по услуге/работе,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10398,Поиск договора по номеру в карточке акта выполненных работ,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10397,Разработка панелей фильтра в картотеках подраздела «Затраты»,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,Сделать панель фильтра неактивной в справочниках,10415,
10396,CR 545638/CO  - ZCO_MPPS_EXPORT   ,NIS Сербия SAP23006_NPS_01  ,,,
10395,В карточке ОН Помещение убрать обязательную для заполнения инженерную систему Электроснабжения,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10394,Разработать пакетник для обновления документов численности,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10393,Автоматическое заполнения фактической численности в карточке организации на основании внесенных данных (суммарных) о численности в карточках объектов недвижимости и ее перерасчет,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10392,"Создание/редактирование карточки Заявки с вкладки ""Заявки на обслуживание"" карточки ОН",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10391,Некорректно заполняется поле даты в IDoc ZBPOGPS,NIS Сербия SAP23006_NPS_01  ,,,
10390,"OPTIS-294. В отчете не отображаются исполнители РЗ, хотя в РЗ они заполнены",SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10389,Удельный показатель кадастровой стоимости в карточке ЗУ,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10388,Отображение заявок на обслуживание в карточке ОН,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,"Создание/редактирование карточки Заявки с вкладки ""Заявки на обслуживание"" карточки ОН",10392,
10387,Синхронизация данных организаций с данными ПИ ОО,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10386,Ошибка ТУРБО ТОРО 10.51, Релизы ТУРБО,,,
10385,Разработать пакетник для обновления документов численности,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10384,Автоматическое заполнения фактической численности в карточке организации на основании внесенных данных (суммарных) о численности в карточках объектов недвижимости и ее перерасчет,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,Разработать пакетник для обновления документов численности,10385,
10383,Автоматическое заполнения фактической численности в карточке организации на основании внесенных данных (суммарных) о численности в карточках объектов недвижимости,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,Автоматическое заполнения фактической численности в карточке организации на основании внесенных данных (суммарных) о численности в карточках объектов недвижимости и ее перерасчет,10384,
10382,Ошибка ТУРБО ТОРО 10.51, Релизы ТУРБО,,,
10381,Скрыть столбец фактической численности в документе численности для Организации,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,Автоматическое заполнения фактической численности в карточке организации на основании внесенных данных (суммарных) о численности в карточках объектов недвижимости,10383,
10380,Ошибка ТУРБО ТОРО 10.51, Релизы ТУРБО,,,
10379,Разрешить ввод нулевой остаточной стоимости,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10378,Ошибка ТУРБО ТОРО 10.51, Релизы ТУРБО,,,
10377,OPTIS-47. Сортировка в документах - по умолчанию новые сверху.,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10376,OPTIS-287. В отчетах подтягивается неправильный кост-центр,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10375,698217 разбор ошибки,NIS Сербия SAP23006_NPS_01  ,,,
10374,607858 Оценка и разработка,NIS Сербия SAP23006_NPS_01  ,,,
10373,443995 Оценка и реализация ЗНИ,NIS Сербия SAP23006_NPS_01  ,,,
10372,Некорректная работа отчета по Затратам в ОИ., =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10371,Проработка требований ТЗ,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10370,Запрос IM9156858. Не работает скролл в веб-версии, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10369,Маркировка з/ч RFID-метками (SHLOG-224),РусАгро - ЗНИ,,,
10368,OPTIS-88. Некорректно работает фильтр даты в складских документах,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10367,SHFIN-304 Добавление с назначение платежа при формировании  автотапов,РусАгро - Тех.поддержка,,,
10366,Некорректно отображаются остатки в ТМЦ,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10365,Техническое описание на функционал  Автотранспорт, Релизы ТУРБО,,,
10364,Ошибки в Путевых листах, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10363,OPTIS-279. Нет возможности создать в ручном режиме заказ на закупку,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10362,OPTIS-280. Очень долгая загрузка остатков при инвентаризации,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10361,689163 инцидент разбор ошибки,NIS Сербия SAP23006_NPS_01  ,,,
10360,Ошибка отображения договора о страховании, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10359,При оформлении документа возврата некорерктно обновляются остатки,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10358,Optis-273. Нельзя напечатать этикетку для документа со статусом черновик,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10357,Запрос IM8562055. Некорректная работа отчета, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10356,Запрос IM8567837. Нужен запрет на создание путевых листов с будущей датой., =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10355,Техническое описание на функционал  Юридическое сопровождение, Релизы ТУРБО,,,
10354,Техническое описание на функционал Учет ОС и НМА, Релизы ТУРБО,,,
10353,Изменить в документах Численность тип значения численности, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10352,Добавить проверки в карточку Путевой лист, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10351,"Реализовать сервис ""Ввод начальных остатков ТС""", =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10350,Настроить фильтр на картотеку Физические лица для поля МОЛ, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10349,Разработать механизм хранения версионной информации о документах на автотранспорт, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10348,Установить контроль даты окончания срока действия диагностической карты, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10347,"Добавить поля в карточку ДТП, установить фильтр", =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10346,Наименования пунктов меню и наименования картотек привести к единому наименованию, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10345,Добавить поля Организация и Объект в форму Путевой лист, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10344,Изменение первоначалной стоимости, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10343,Изменить поля Панели фильтра в картотеке Реестр объектов обслуживания, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10342,"Добавить подтаблицу ""Объекты имущества"" в договор", =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10341,"Добавить значение в список ""Документ основание"" в документах ""Внутренние документы""", =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10340,Добавить поле в панель Фильтра (инцидент в СУЭ IM8552166), =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10339,Некорректная работа отчета, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10338,"""Имущественный комплекс 10.5.1"" ошибка при разноске карточки Автотранспорта", Релизы ТУРБО,,,
10337,Проверка Кадастрового номера. Демо_Недвижимость, Релизы ТУРБО,,,
10336,683743 Оценка и разработка (сравнительные Балансы 2 шт),NIS Сербия SAP23006_NPS_01  ,,,
10335,Заменить старые отчеты на новые, =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10334,ЗНИ 589967,NIS Сербия SAP23006_NPS_01  ,,,
10333,Вывод проводки по ККС  2060108 в Окне расчетов 03.23,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10332,592616 SD Доработка печатной формы и удаление логотипа,NIS Сербия SAP23006_NPS_01  ,,,
10331,"Вернуть в меню: Отчет по форме собственности, Отчет по видам вещного права",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10330,Доработать вывод проводки возврата ДТ7609.0201-КТ51* в Книгу продаж/Доп лист книги продаж - Счет кредита,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10329,Доработка расчета СОИ,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10328,Ошибки в Книге продаж/доп листе книги продаж 032023,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10327,SHLOG-227 Необходима консультация по алгоритму генерации системных номеров.,РусАгро - Тех.поддержка,,,
10326,603284 SD Доработка печатной формы и XML - новые поля,NIS Сербия SAP23006_NPS_01  ,,,
10325,Заполнять поле PlanYear в документе Акт выполненных работ значением года из даты документа,СудДеп,,,
10324,Разделение ТОРО RS_RE, Релизы ТУРБО,,,
10323,Добавить возможность печати этикетки в документах Возврат/Приход в статусе Факт/Замок.,SAP22030_NOKT_01 Нокиан  ,,,
10322,680505 Оценка и реализация,NIS Сербия SAP23006_NPS_01  ,,,
10321,ТОРО Пример_ERP, Релизы ТУРБО,,,
10320,Удаление лишних записей в демо базе Имущественный комплекс, Релизы ТУРБО,,,
10319,SHLOG-224 Оценка работы нового ТСД в рамках работы АРМ Склад,РусАгро - ЗНИ,,,
10318,ТОРО Пример_ERP, Релизы ТУРБО,,,
10317,Ошибки в отчетах,Федеральное Казначейство,,,
10316,Разделение ТОРО база RS_ER, Релизы ТУРБО,,,
10315,Разделение ТОРО база RS_ER, Релизы ТУРБО,,,
10314,Привязка документов HELP, Релизы ТУРБО,,,
10313,СМ 	7000397226 (2000104751) непонятный чек Л,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10312,Заблокировать служебные сервисы для пользователей с неадминистративной ролью,СудДеп,,,
10311,"Исправить ошибку формирования отчета ""Универсальный отчет по затратам""",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10310,IN 688662/ CO : Длительная работа программы AQZZZFI_01======ZCO_STOCK_PC3=(транзакция ZCO_STOCK_PC3),NIS Сербия SAP23006_NPS_01  ,,,
10309,Добрый день. Необходимо написать документ Техническое описание функционала Спецодежда. Пример технического описания во вложении., Релизы ТУРБО,,,
10308,Оценка ЗНИ 650258,NIS Сербия SAP23006_NPS_01  ,,,
10307,Оценка ЗНИ 685127,NIS Сербия SAP23006_NPS_01  ,,,
10306,SHFIN-286 Разработка отчета СРМ,РусАгро - Тех.поддержка,,,
10305,Не верно работает разноска ПЛ в Автотранспорте,Федеральное Казначейство,,,
10304,SHFIN-290: Ошибка при реклассе,РусАгро - Тех.поддержка,,,
10303,Разработка OptiMA НОК_CON_PM_002 O272_3_OptiMA_Стоимость ТМЦ,SAP22030_NOKT_01 Нокиан  ,,,
10302,Переименовать Диспетчер на Контролер (механик),Федеральное Казначейство,,,
10301,"Ошибка в поле Дата в документе ""Степени готовкности""",Федеральное Казначейство,,,
10300,Ошибка при создании PR,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10299,OPTIS-206. Отсутствует взаимосвязь между PR-PO,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10298,Проект Закупки. Очистка базы от удаленных записей, Релизы ТУРБО,,,
10297,Проект Закупки. Отчет по заявкам на закупку, Релизы ТУРБО,,,
10296,CR 694046 (1099986/1111831)/  CO: Доработка программ Z_TRANS_COST и Z_FI_MANIP_COSTS,NIS Сербия SAP23006_NPS_01  ,,,
10295,"Исправить работу фильтра по ПБС в картотеках модуля ""Ремонт и обслуживание""",СудДеп,,,
10294,641770 /BGLOCS/TRB report дамп,NIS Сербия SAP23006_NPS_01  ,,,
10293,OPTIS-188. Не меняется ответственный при добавлении операции в РЗ,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10292,OPTIS-208. В отчете запасных частей в фильтр с РЗ подтягивается не тот номер РЗ ,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10291,Ограничение доступа к объектам учета по региону,Федеральное Казначейство,,,
10290,Ошибка в нумерации кода операции, Релизы ТУРБО,,,
10289,"Демо база. Сервер 16. Казначейство- Финансовые инструменты- Документ ""Начисление процентов, дисконта финансовые вложения/активы""", Релизы ТУРБО,,,
10288,OPTIS-187. Отчет о работе сменного персонала (крайние работы) - подтягиваются не все РЗ,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10287,"Демо база. Сервер 16. Казначейство- Финансовые инструменты- Документ ""Начисление процентов, дисконта финансовые вложения/активы""", Релизы ТУРБО,,,
10286,Ошибка при отмене разноски единственного документа Архива судов,СудДеп,,,
10285,Проект Закупки. Ошибка в Плане закупок при удалении позиций, Релизы ТУРБО,,,
10284,Для документов Численности в ОН не срабатывает проверка на более поздние версии документа,СудДеп,,,
10283,Проект Закупки. Технические исправления проводок отчета, Релизы ТУРБО,,,
10282,SHLOG-158 Доработка АРМ Закупка в рамках процесса закупок,РусАгро - ЗНИ,,,
10281,Проект Закупки. Закрыть на редактирование поле Условия оплаты в Предложении поставщика, Релизы ТУРБО,,,
10280,Устранение ошибки Object as Class, Релизы ТУРБО,,,
10279,Ошибка при формировании отчетов в системе,СудДеп,,,
10278,Ошибка работы сервиса Создания связанного объекта обслуживания из объекта недвижимости,СудДеп,,,
10277,OPTIS-173. Исправление исполнителей в РЗ,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10276,CR 663977 / SD : СЕ-лейблы в смарт формах,NIS Сербия SAP23006_NPS_01  ,,,
10275,"CR 645780 / SD : убрать название *Gazprom Neft"" из логотипа",NIS Сербия SAP23006_NPS_01  ,,,
10274,Ошибка вывода суммарного значения в отчете 7.10,СудДеп,,,
10273,Изменить единицы измерения,Федеральное Казначейство,,,
10272,SHFIN-287 изменить выбор банка при формировании ТАПов при регистрации ОС,РусАгро - Тех.поддержка,,,
10271,SHFIN-259 исправления в ТАПах,РусАгро - Тех.поддержка,,,
10270,Разработка OptiMA НОК_CON_PM_002 O272_1_OptiMA_MaterialTransactionToROM_Материальные транзакции,SAP22030_NOKT_01 Нокиан  ,,,
10269,CR676732 / SD : Внесение изменений в XML авансовых счетов,NIS Сербия SAP23006_NPS_01  ,,,
10268,Оценка ЗНИ 666999,NIS Сербия SAP23006_NPS_01  ,,,
10267,IN 657038 / IS-OIL : ошибки округления L15,NIS Сербия SAP23006_NPS_01  ,,,
10266,Необходимо выводить сообщение об ошибке в карточках  ТС,Федеральное Казначейство,,,
10265,Проверка алгоритма формирования данных в документе счет в транзакции печати документов по заявке 2000104001 (7000394887),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10264,доработка алгоритма формирования данных в программах формирования и печати РПД по заявке 2000103762 (7000394006),SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10263,"Ошибка при заполнении карточки ""Регистрация дефекта""", Релизы ТУРБО,,,
10262,CR 620340 / SD : в Z_PRINTMNG изменить названия сохраняемых файлов,NIS Сербия SAP23006_NPS_01  ,,,
10261,"Написать Техническое описание ТОРО для выпуска релиза ТУРБО, версия 10.5.1", Релизы ТУРБО,,,
10260,"На формах в проекте Repair требуется добавить вкладку ""Карта""", Релизы ТУРБО,,,
10259,Вернуть кнопку с возможностью перехода в журналы на форму ЕО, Релизы ТУРБО,,,
10258,"Оценка ЗНИ RQ469224,RQ487598,RQ552691,RQ572209,RQ642325,RQ419842,RQ452801,RQ492085",NIS Сербия SAP23006_NPS_01  ,,,
10257,Оценка ЗНИ 657205 + реализация,NIS Сербия SAP23006_NPS_01  ,,,
10256,CR 472748 / CO : доработка отчета ZKE5Z - Profitni centar: Stvarne poj.stavke  (Program ZRCOPCA02),NIS Сербия SAP23006_NPS_01  ,,,
10255,SHLOG-143 Ошибка при сохранении задания в силосной доске.,РусАгро - Тех.поддержка,,,
10254,Ошибка при заполнении карточки Проверка (проект Контроллинг), Релизы ТУРБО,,,
10253,"Невозможен перевыбор значения на форме ""Документ данных контроллинга"" (проект Контроллинг)", Релизы ТУРБО,,,
10252,Привести в соответствие наименования картотек и форм проект Контроллинг , Релизы ТУРБО,,,
10251,651413 разобрать алгоритм заполнения таблицы FDFIEP,NIS Сербия SAP23006_NPS_01  ,,,
10250,676339 / MM+BC+PI+IDOC :  ZCONPO,NIS Сербия SAP23006_NPS_01  ,,,
10249,Техническое описание функционала Нумератор NumExt (Numbering Extension), Релизы ТУРБО,,,
10248,Техническое описание функционала Настройка печатных форм(DocPrint), Релизы ТУРБО,,,
10247,"Требуется восстановить работу сервисов в карточка ""Заявка на ТМЦ""", Релизы ТУРБО,,,
10246,Техническое описание функционала Пользовательские расчеты (UserCalc), Релизы ТУРБО,,,
10245,Техническое описание функционала Проверки и замещения (ChecksAndReplacements), Релизы ТУРБО,,,
10244,Закрыть возможность ручного редактирования отчетов,СудДеп,,,
10243,Запретить отправку карточки ОН на согласование,СудДеп,,,
10242,В сервис снятия просмотра полного реестра ОН добавить установку признака,СудДеп,,,
10241,Ошибки в Путевых листах,Федеральное Казначейство,,,
10240,Вывести доп. столбцы в Журнал бюджетного контроля,Федеральное Казначейство,,,
10239,OPTIS-167/169. Некорректная работа статусов в операциях ,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10238,Ошибка при перетаскивании пользовательского ярлыка по экрану рабочего стола, Релизы ТУРБО,,,
10237,Тех описание функцонала Контроллинг, Релизы ТУРБО,,,
10236,"CR 677441 / SD : редактирование XML, неверные суммы",NIS Сербия SAP23006_NPS_01  ,,,
10235,"626972 / SD : ZBCA, ZRDX, изменение наименования и счёта банка",NIS Сербия SAP23006_NPS_01  ,,,
10234,"626969 / SD : VBO1, VBO2, VB03 ",NIS Сербия SAP23006_NPS_01  ,,,
10233,Доработка предварительного бланка Приглашения: тест web http://172.17.117.77:91/purchase/webui/index.html#/login, Релизы ТУРБО,,,
10232,Исправить фильтр при открытии списка актов выполненных работ из карточки организации,СудДеп,,,
10231,Пропали остатки ТМЦ ,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10230,640265 / SD : выходной форме ZLB_BIL_DECLARATION_GB выводится неправильный номер карты и адрес,NIS Сербия SAP23006_NPS_01  ,,,
10229,Проект Закупки. В Запросе предложений при выборе состояния высвечивается ошибка, Релизы ТУРБО,,,
10228,"601662 / SD : В програме ZSD_PRINTMNG, и потпрограме FM_SD_GET_BIL_INVOCE, выходная форма ZLB_BIL_INVOCE_GB выводится неправильный логотип",NIS Сербия SAP23006_NPS_01  ,,,
10227,Нельзя создать заказ из карточки Регистрации наработки, Релизы ТУРБО,,,
10226,Плановая длительность не переносится в документ Приемки, Релизы ТУРБО,,,
10225,Ошибка при загрузке файла правоуст. документов,СудДеп,,,
10224,Изменить способ формирования уровней иерархии для заявочного списка ПБС,СудДеп,,,
10223,Оценка ЗНИ 589967,NIS Сербия SAP23006_NPS_01  ,,,
10222,Проект Закупки. В сделке покупки снова не работает сервис подбора позиций, Релизы ТУРБО,,,
10221,Добавить фильтр в картотеку ПБС,СудДеп,,,
10220,450159 / MM : Z_SAPMV45A_01,NIS Сербия SAP23006_NPS_01  ,,,
10219,Не работают характеристики ЕО, Релизы ТУРБО,,,
10218,Некорректно копируются данные из Модели в ЕО, Релизы ТУРБО,,,
10217,Не отображаются фактические оплаты из актов в карточке организации,СудДеп,,,
10216,Оценка 447047 + реализация,NIS Сербия SAP23006_NPS_01  ,,,
10215,Формы отчетов , SAP22004_KONS_03 Заработная плата и кадры,,,
10214,Оценка и реализация 666629,NIS Сербия SAP23006_NPS_01  ,,,
10213,OPTIS-4. Проблемы с выгрузкой отчетов,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10212,Скрипт для пакетной обработки_Замена наименования организации в договорах и доп.соглашениях,Федеральное Казначейство,,,
10211,Проект Уведомления. Робота на web, Релизы ТУРБО,,,
10210,Недоступна кнопка добавления правоуст. документа в карточке организации,СудДеп,,,
10209,OPTIS-112. Исправление ППР,SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10208,"Договора. Закладка ""Финансовые условия"".  Некорректное отображение таблицы.", Релизы ТУРБО,,,
10207,Договора. Карточка ПИР.  Нумератор., Релизы ТУРБО,,,
10206,10.51 Пример ЕРП. Договора- ошибка при сохранении карточки ПИР, Релизы ТУРБО,,,
10205,INC000000618393 анализ интеграции САП-СРМ,РусАгро - Тех.поддержка,,,
10204,Необходимо выровнять поля в карточках документов: тест web http://172.17.117.77:91/purchase/webui/index.html#/login, Релизы ТУРБО,,,
10203," IN 650015 / CO : При изменении документа FI, не обновляются данные документов CO",NIS Сербия SAP23006_NPS_01  ,,,
10202,CR 624520 / SD : Обеспечение формата XML для Jazak (ZIV заказы),NIS Сербия SAP23006_NPS_01  ,,,
10201,Анализ цен поставщиков: тест web http://172.17.117.77:91/purchase/webui/index.html#/login, Релизы ТУРБО,,,
10200,CR 596191 / ??? Оценка потока сознания ??? Предоставление печатной формы и xml файла,NIS Сербия SAP23006_NPS_01  ,,,
10199,"OPTIS-114. Исправления в отчете ""Ярлыки""",SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10198,650304 Ошибка Z_SHPT_INF возможно разработка.,NIS Сербия SAP23006_NPS_01  ,,,
10197,IN 670896 / CO : Ошибка программы - транзакция Z_CO_PRECONSDAT,NIS Сербия SAP23006_NPS_01  ,,,
10196,анализ и оценка ЗНИ 646478 и 640071,NIS Сербия SAP23006_NPS_01  ,,,
10195,"Скрыть столбцы в картотеке ""Журнал заявок на обслуживание""",СудДеп,,,
10194,"Ошибка работы фильтра в картотеке ""Журнал заявок на обслуживание""",СудДеп,,,
10193,incident 651430,NIS Сербия SAP23006_NPS_01  ,,,
10192,"В карточке ""Приемка"" сделать вкладки ""Материальные ресурсы"" и ""Финансовые ресурсы"" сделать динамическими",=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10191,Проект Закупки. Необходимо скорректировать справочники, Релизы ТУРБО,,,
10190,Требуется скрыть поля карточке Приемка,=2023= SAP23011_IAC_02 Судебный департамент Развитие Управление имуществом на ПО Турбо Х,,,
10189,"OPTIS-113. Скорректировать алгоритм заполнения поля ""Утилизация"" в отчете ""Работа сменного персонала""",SAP23012_NOKT_01 Сопровождение ТУРБО ТОРО для Нокиан Тайерс,,,
10188,Убрать предлагаемые варианты из поисковой строки в меню,СудДеп,,,
10187,651460 Incident Detail,NIS Сербия SAP23006_NPS_01  ,,,
10186,Модуль Уведомления. Не работает планировщик, Релизы ТУРБО,,,
10185,Ошибка при загрузке файла с данными ОН,СудДеп,,,
