Issue ID,Subject,Project,Subtasks,Subtasks ID,Stage
10932,RFC 1139160 CRM OPEX,NIS Сербия SAP23006_NPS_01  ,,,
10931,ТУРБО Фудтех - Доступ к Меркурию,Белгородская индейка,,,
10930,Доработка вывода данных по восстановлению списания - Месяца Дебета,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10929,ТУРБО Фудтех - Ошибка при создании перемещения из приёмки,Белгородская индейка,,,
10928,"Анализ ошибки, возникающей при вызове GOS меню в претензии по заявке 2000109323 (7000412504)",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10927,СМ 7000412840 (2000109344) Ошибка в ZISU_PRED_ZACH_AV_RP по ККС 9050136 за 08.2023,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10926,Скрыть пункт в заявке на обслуживание (запрос IM10236735), =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10925,Opex september 748813.  « analiz i korekciju programa za slanje kompenzacija u SCMS sistem» ,NIS Сербия SAP23006_NPS_01  ,,,
10924,Создать картотеку Счет на оплату,Белгородская индейка,Печать документа Счет на оплату,11111,
10923,Исправить работу вставки значения (заявки IM10249882 и IM10210866 ), =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10922,ТУРБО Фудтех - Неправильный пересчет ГП в партии,Белгородская индейка,,,
10921,Выделить ККТ в отдельный проект,Белгородская индейка,,,
10920,Ошибка в сальдо по ККС 2020738 в 08.23,SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10919,"Поиск функционала вносящего изменения в в DFKKOP поля BETRH, BETRW и PSWBT ",SAP21006_MOEK_39 ТП МОЭК SAP IS-U 2021-2024 гг.,,,
10918,SHLOG-162 Доп. требования - автоматический выбор ПФМ для заказов и заявок,РусАгро - Тех.поддержка,,,
10917,SH-443 - Изменения в тех место 5 уровня - добавление роли Агросопровождение СБН,РусАгро - Тех.поддержка,,,
10916,SH-434 - Доработка транзакции ZPP SYNC OPER в части добавления расчетных колонок в таблицу,РусАгро - Тех.поддержка,,,
10915,Некорректная работа отчета объектов по ФО в разрезе регионо, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10914,CR 763913 - Оценка. Необходимо изменить логотип компании на печатных формах,NIS Сербия SAP23006_NPS_01  ,,,
10913,Доработка формы договора,ФК Зенит,,,
10912,Добавить справочник Признаки договоров,ФК Зенит,,,
10911,626969 / SD : ZVBO1_W,NIS Сербия SAP23006_NPS_01  ,,,
10910,Карточка Движение по банку,Белгородская индейка,,,
10909,Некорректно работает нумератор, =ФК Модернизация 2023= Федеральное казначейство Модернизация ЦИК . SAP23009_FK_02,,,
10908,Доработка и интеграция справочника Мероприятия.,ФК Зенит,,,
10907,Нет возможности создания/редактирования договоров (запросы IM10245720 и IM10245123), =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10906,Исправить работу выгрузки печатной формы для ОИ (запрос IM10236735), =ФК ТП 2023= системы Турбо Имущественный комплекс Федерального казначейства SAP23010_FK_03,,,
10905,CR 762474: удаление банковских инструкций в печатных формах,NIS Сербия SAP23006_NPS_01  ,,,
